korean_word,category
비련,슬픔/비탄 (Sadness/Grief)
비련의,슬픔/비탄 (Sadness/Grief)
비분강개하다,분노/짜증 (Anger/Irritation)
비애,슬픔/비탄 (Sadness/Grief)
비웃는,혐오/경멸 (Disgust/Contempt)
비참,슬픔/비탄 (Sadness/Grief)
비참하다,슬픔/비탄 (Sadness/Grief)
비탄,슬픔/비탄 (Sadness/Grief)
비탄하다,슬픔/비탄 (Sadness/Grief)
비통하다,슬픔/비탄 (Sadness/Grief)
비통함,슬픔/비탄 (Sadness/Grief)
비판적이다,혐오/경멸 (Disgust/Contempt)
빼앗기다,중립/인지 (Neutral/Cognitive)
뻔뻔하다,혐오/경멸 (Disgust/Contempt)
뻔뻔함,혐오/경멸 (Disgust/Contempt)
뼈아프다,슬픔/비탄 (Sadness/Grief)
뽐내는,자부심/자신감 (Pride/Confidence)
뾰로통하다,분노/짜증 (Anger/Irritation)
뾰로통함,분노/짜증 (Anger/Irritation)
뿌듯하다,자부심/자신감 (Pride/Confidence)
사과,사랑/애정 (Love/Affection)
사랑,사랑/애정 (Love/Affection)
사랑스러움,사랑/애정 (Love/Affection)
사랑스럽다,사랑/애정 (Love/Affection)
사랑하다,사랑/애정 (Love/Affection)
사려,사랑/애정 (Love/Affection)
사려 깊은,사랑/애정 (Love/Affection)
사려깊은,사랑/애정 (Love/Affection)
사려깊음,사랑/애정 (Love/Affection)
사로잡히다,사랑/애정 (Love/Affection)
사로잡힌,사랑/애정 (Love/Affection)
사모하다,사랑/애정 (Love/Affection)
사심없음,사랑/애정 (Love/Affection)
산뜻하다,기쁨 (Joy/Happiness)
산뜻함,기쁨 (Joy/Happiness)
산만하다,중립/인지 (Neutral/Cognitive)
살기등등하다,분노/짜증 (Anger/Irritation)
살인,혐오/경멸 (Disgust/Contempt)
살인적이다,혐오/경멸 (Disgust/Contempt)
상냥하다,사랑/애정 (Love/Affection)
상냥함,사랑/애정 (Love/Affection)
상실감,슬픔/비탄 (Sadness/Grief)
상심하다,슬픔/비탄 (Sadness/Grief)
상심한,슬픔/비탄 (Sadness/Grief)
상처받다,슬픔/비탄 (Sadness/Grief)
상처받은,슬픔/비탄 (Sadness/Grief)
상쾌하다,기쁨 (Joy/Happiness)
상쾌함,기쁨 (Joy/Happiness)
상큼하다,기쁨 (Joy/Happiness)
상큼함,기쁨 (Joy/Happiness)
새로운,기쁨 (Joy/Happiness)
샐쭉하다,분노/짜증 (Anger/Irritation)
샐쭉함,분노/짜증 (Anger/Irritation)
샘,중립/인지 (Neutral/Cognitive)
샘나는,중립/인지 (Neutral/Cognitive)
샘내는,중립/인지 (Neutral/Cognitive)
샘내다,중립/인지 (Neutral/Cognitive)
생각,중립/인지 (Neutral/Cognitive)
생각하는,중립/인지 (Neutral/Cognitive)
생기,기쁨 (Joy/Happiness)
생기없는,슬픔/비탄 (Sadness/Grief)
생동감,기쁨 (Joy/Happiness)
생생하다,기쁨 (Joy/Happiness)
서두르는,중립/인지 (Neutral/Cognitive)
서두름,중립/인지 (Neutral/Cognitive)
서러움,슬픔/비탄 (Sadness/Grief)
서러워하다,슬픔/비탄 (Sadness/Grief)
서럽다,슬픔/비탄 (Sadness/Grief)
서먹하다,놀라움/당황 (Surprise/Bewilderment)
서먹함,놀라움/당황 (Surprise/Bewilderment)
서운하다,중립/인지 (Neutral/Cognitive)
서운함,중립/인지 (Neutral/Cognitive)
선뜩하다,두려움/불안 (Fear/Anxiety)
선뜩함,두려움/불안 (Fear/Anxiety)
선선하다,평온/안정 (Calm/Comfort)
선호,존경/감탄 (Admiration/Gratitude)
선호되는,존경/감탄 (Admiration/Gratitude)
선호하다,존경/감탄 (Admiration/Gratitude)
설레는,자부심/자신감 (Pride/Confidence)
설레다,자부심/자신감 (Pride/Confidence)
설렘,자부심/자신감 (Pride/Confidence)
설워하다,슬픔/비탄 (Sadness/Grief)
섬뜩하다,두려움/불안 (Fear/Anxiety)
섬뜩함,두려움/불안 (Fear/Anxiety)
섬세하다,사랑/애정 (Love/Affection)
섬찟하다,두려움/불안 (Fear/Anxiety)
섭섭하다,중립/인지 (Neutral/Cognitive)
섭섭함,중립/인지 (Neutral/Cognitive)
성,중립/인지 (Neutral/Cognitive)
성가시다,분노/짜증 (Anger/Irritation)
성가심,분노/짜증 (Anger/Irritation)
성공,기쁨 (Joy/Happiness)
성급함,중립/인지 (Neutral/Cognitive)
성나다,분노/짜증 (Anger/Irritation)
성난,분노/짜증 (Anger/Irritation)
성내다,분노/짜증 (Anger/Irritation)
성마름,분노/짜증 (Anger/Irritation)
성취감,기쁨 (Joy/Happiness)
세심하다,사랑/애정 (Love/Affection)
섹시하다,기쁨 (Joy/Happiness)
소름끼치다,두려움/불안 (Fear/Anxiety)
소망,갈망/그리움 (Desire/Longing)
소망하는,갈망/그리움 (Desire/Longing)
소망하다,갈망/그리움 (Desire/Longing)
소소한,기쁨 (Joy/Happiness)
소스라치다,두려움/불안 (Fear/Anxiety)
소심하다,두려움/불안 (Fear/Anxiety)
소심함,두려움/불안 (Fear/Anxiety)
소외감,슬픔/비탄 (Sadness/Grief)
소용없는,중립/인지 (Neutral/Cognitive)
소원,갈망/그리움 (Desire/Longing)
소원하다,갈망/그리움 (Desire/Longing)
소중하다,사랑/애정 (Love/Affection)
소중함,사랑/애정 (Love/Affection)
소홀,중립/인지 (Neutral/Cognitive)
속병,슬픔/비탄 (Sadness/Grief)
속상하다,슬픔/비탄 (Sadness/Grief)
속상함,슬픔/비탄 (Sadness/Grief)
속은,수치/죄책감 (Shame/Guilt)
속타다,슬픔/비탄 (Sadness/Grief)
속태우다,슬픔/비탄 (Sadness/Grief)
솔직하다,평온/안정 (Calm/Comfort)
솔직함,평온/안정 (Calm/Comfort)
송연하다,두려움/불안 (Fear/Anxiety)
쇼킹,놀라움/당황 (Surprise/Bewilderment)
수락,존경/감탄 (Admiration/Gratitude)
수배 중인,중립/인지 (Neutral/Cognitive)
수비,중립/인지 (Neutral/Cognitive)
수심,중립/인지 (Neutral/Cognitive)
수용,중립/인지 (Neutral/Cognitive)
수용된,중립/인지 (Neutral/Cognitive)
수용하는,중립/인지 (Neutral/Cognitive)
수줍다,중립/인지 (Neutral/Cognitive)
수줍음,중립/인지 (Neutral/Cognitive)
수척하다,슬픔/비탄 (Sadness/Grief)
수치,수치/죄책감 (Shame/Guilt)
수치스럽다,수치/죄책감 (Shame/Guilt)
숙연하다,평온/안정 (Calm/Comfort)
숙연함,평온/안정 (Calm/Comfort)
순수하다,사랑/애정 (Love/Affection)
순수함,사랑/애정 (Love/Affection)
숭상,존경/감탄 (Admiration/Gratitude)
숭상하는,존경/감탄 (Admiration/Gratitude)
숭상하다,존경/감탄 (Admiration/Gratitude)
스산하다,두려움/불안 (Fear/Anxiety)
스산함,두려움/불안 (Fear/Anxiety)
스트레스,슬픔/비탄 (Sadness/Grief)
슬퍼하다,슬픔/비탄 (Sadness/Grief)
슬프다,슬픔/비탄 (Sadness/Grief)
슬픔,슬픔/비탄 (Sadness/Grief)
승리,기쁨 (Joy/Happiness)
승인,존경/감탄 (Admiration/Gratitude)
시기심,중립/인지 (Neutral/Cognitive)
시기하는,중립/인지 (Neutral/Cognitive)
시기하다,중립/인지 (Neutral/Cognitive)
시달리는,슬픔/비탄 (Sadness/Grief)
시달리다,슬픔/비탄 (Sadness/Grief)
시달림,슬픔/비탄 (Sadness/Grief)
시무룩하다,슬픔/비탄 (Sadness/Grief)
시무룩함,슬픔/비탄 (Sadness/Grief)
시샘,중립/인지 (Neutral/Cognitive)
시샘하다,중립/인지 (Neutral/Cognitive)
시원섭섭하다,중립/인지 (Neutral/Cognitive)
시원섭섭함,중립/인지 (Neutral/Cognitive)
시큰둥하다,중립/인지 (Neutral/Cognitive)
식상하다,혐오/경멸 (Disgust/Contempt)
식상함,혐오/경멸 (Disgust/Contempt)
신경질,분노/짜증 (Anger/Irritation)
신기하다,기쁨 (Joy/Happiness)
신기함,기쁨 (Joy/Happiness)
신나다,기쁨 (Joy/Happiness)
신남,기쁨 (Joy/Happiness)
신뢰,중립/인지 (Neutral/Cognitive)
신뢰하는,중립/인지 (Neutral/Cognitive)
신뢰하다,중립/인지 (Neutral/Cognitive)
신명나다,기쁨 (Joy/Happiness)
신물나다,혐오/경멸 (Disgust/Contempt)
신바람,기쁨 (Joy/Happiness)
신바람나다,기쁨 (Joy/Happiness)
신이 난,기쁨 (Joy/Happiness)
신중하다,평온/안정 (Calm/Comfort)
실례되는,혐오/경멸 (Disgust/Contempt)
실망,중립/인지 (Neutral/Cognitive)
실망하다,중립/인지 (Neutral/Cognitive)
실망한,중립/인지 (Neutral/Cognitive)
실신,놀라움/당황 (Surprise/Bewilderment)
실의,슬픔/비탄 (Sadness/Grief)
실패,중립/인지 (Neutral/Cognitive)
싫다,혐오/경멸 (Disgust/Contempt)
싫어하다,혐오/경멸 (Disgust/Contempt)
싫음,혐오/경멸 (Disgust/Contempt)
싫증,혐오/경멸 (Disgust/Contempt)
싫증나다,혐오/경멸 (Disgust/Contempt)
싫증난,혐오/경멸 (Disgust/Contempt)
심각한,중립/인지 (Neutral/Cognitive)
심드렁하다,중립/인지 (Neutral/Cognitive)
심란하다,두려움/불안 (Fear/Anxiety)
심란함,두려움/불안 (Fear/Anxiety)
심려,두려움/불안 (Fear/Anxiety)
심려하는,두려움/불안 (Fear/Anxiety)
심려하다,두려움/불안 (Fear/Anxiety)
심술궂은,분노/짜증 (Anger/Irritation)
심심하다,중립/인지 (Neutral/Cognitive)
심심함,중립/인지 (Neutral/Cognitive)
심취,중립/인지 (Neutral/Cognitive)
심취한,중립/인지 (Neutral/Cognitive)
싱거움,중립/인지 (Neutral/Cognitive)
싱겁다,중립/인지 (Neutral/Cognitive)
싱싱하다,기쁨 (Joy/Happiness)
쌀쌀맞은,혐오/경멸 (Disgust/Contempt)
쌀쌀하다,혐오/경멸 (Disgust/Contempt)
쌀쌀함,혐오/경멸 (Disgust/Contempt)
썰렁하다,놀라움/당황 (Surprise/Bewilderment)
썰렁함,놀라움/당황 (Surprise/Bewilderment)
쑥스러움,수치/죄책감 (Shame/Guilt)
쑥스럽다,수치/죄책감 (Shame/Guilt)
쓰라리다,중립/인지 (Neutral/Cognitive)
쓰라림,중립/인지 (Neutral/Cognitive)
쓸쓸하다,슬픔/비탄 (Sadness/Grief)
쓸쓸함,슬픔/비탄 (Sadness/Grief)
씁쓸하다,슬픔/비탄 (Sadness/Grief)
씁쓸함,슬픔/비탄 (Sadness/Grief)
아끼는,사랑/애정 (Love/Affection)
아끼다,사랑/애정 (Love/Affection)
아니꼬움,혐오/경멸 (Disgust/Contempt)
아니꼽다,혐오/경멸 (Disgust/Contempt)
아련하다,슬픔/비탄 (Sadness/Grief)
아련함,슬픔/비탄 (Sadness/Grief)
아름다움,기쁨 (Joy/Happiness)
아름답다,기쁨 (Joy/Happiness)
아리다,슬픔/비탄 (Sadness/Grief)
아림,슬픔/비탄 (Sadness/Grief)
아쉬움,슬픔/비탄 (Sadness/Grief)
아쉽다,슬픔/비탄 (Sadness/Grief)
아슬아슬하다,두려움/불안 (Fear/Anxiety)
아슬아슬함,두려움/불안 (Fear/Anxiety)
아연실색하다,놀라움/당황 (Surprise/Bewilderment)
아연하다,놀라움/당황 (Surprise/Bewilderment)
아찔하다,두려움/불안 (Fear/Anxiety)
아찔함,두려움/불안 (Fear/Anxiety)
아첨,혐오/경멸 (Disgust/Contempt)
아프다,슬픔/비탄 (Sadness/Grief)
아픔,슬픔/비탄 (Sadness/Grief)
악의적인,혐오/경멸 (Disgust/Contempt)
악하다,혐오/경멸 (Disgust/Contempt)
안달,두려움/불안 (Fear/Anxiety)
안달복달하다,두려움/불안 (Fear/Anxiety)
안달하는,두려움/불안 (Fear/Anxiety)
안달하다,두려움/불안 (Fear/Anxiety)
안도,평온/안정 (Calm/Comfort)
안도하다,평온/안정 (Calm/Comfort)
안락,평온/안정 (Calm/Comfort)
안락하다,평온/안정 (Calm/Comfort)
안심,평온/안정 (Calm/Comfort)
안심하는,평온/안정 (Calm/Comfort)
안심하다,평온/안정 (Calm/Comfort)
안쓰러움,슬픔/비탄 (Sadness/Grief)
안쓰럽다,슬픔/비탄 (Sadness/Grief)
안전한,평온/안정 (Calm/Comfort)
안정,평온/안정 (Calm/Comfort)
안정되다,평온/안정 (Calm/Comfort)
안정적인,평온/안정 (Calm/Comfort)
안타까움,슬픔/비탄 (Sadness/Grief)
안타깝다,슬픔/비탄 (Sadness/Grief)
알리다,중립/인지 (Neutral/Cognitive)
암담하다,슬픔/비탄 (Sadness/Grief)
암담함,슬픔/비탄 (Sadness/Grief)
암울하다,슬픔/비탄 (Sadness/Grief)
암울함,슬픔/비탄 (Sadness/Grief)
압도당하는,놀라움/당황 (Surprise/Bewilderment)
압도된,놀라움/당황 (Surprise/Bewilderment)
압도하는,놀라움/당황 (Surprise/Bewilderment)
압도하다,놀라움/당황 (Surprise/Bewilderment)
압박감,두려움/불안 (Fear/Anxiety)
앙심,분노/짜증 (Anger/Irritation)
애,슬픔/비탄 (Sadness/Grief)
애달프다,슬픔/비탄 (Sadness/Grief)
애달픔,슬픔/비탄 (Sadness/Grief)
애닯다,슬픔/비탄 (Sadness/Grief)
애도,슬픔/비탄 (Sadness/Grief)
애도하다,슬픔/비탄 (Sadness/Grief)
애련,슬픔/비탄 (Sadness/Grief)
애련하다,슬픔/비탄 (Sadness/Grief)
애석,슬픔/비탄 (Sadness/Grief)
애석하다,슬픔/비탄 (Sadness/Grief)
애수,슬픔/비탄 (Sadness/Grief)
애쓰다,갈망/그리움 (Desire/Longing)
애잔하다,슬픔/비탄 (Sadness/Grief)
애잔함,슬픔/비탄 (Sadness/Grief)
애정,사랑/애정 (Love/Affection)
애정어리다,사랑/애정 (Love/Affection)
애정하는,사랑/애정 (Love/Affection)
애정하다,사랑/애정 (Love/Affection)
애지중지하다,사랑/애정 (Love/Affection)
애착,사랑/애정 (Love/Affection)
애처롭다,슬픔/비탄 (Sadness/Grief)
애통하다,슬픔/비탄 (Sadness/Grief)
애통함,슬픔/비탄 (Sadness/Grief)
애통해하다,슬픔/비탄 (Sadness/Grief)
야속하다,중립/인지 (Neutral/Cognitive)
야속함,중립/인지 (Neutral/Cognitive)
야위다,슬픔/비탄 (Sadness/Grief)
약오르는,분노/짜증 (Anger/Irritation)
얕잡아보다,혐오/경멸 (Disgust/Contempt)
어리둥절,놀라움/당황 (Surprise/Bewilderment)
어리둥절하다,놀라움/당황 (Surprise/Bewilderment)
어리석은,중립/인지 (Neutral/Cognitive)
어색하다,놀라움/당황 (Surprise/Bewilderment)
어색함,놀라움/당황 (Surprise/Bewilderment)
어이없다,놀라움/당황 (Surprise/Bewilderment)
어이없음,놀라움/당황 (Surprise/Bewilderment)
어지럽다,놀라움/당황 (Surprise/Bewilderment)
어처구니없다,놀라움/당황 (Surprise/Bewilderment)
어처구니없음,놀라움/당황 (Surprise/Bewilderment)
억울하다,분노/짜증 (Anger/Irritation)
억울함,분노/짜증 (Anger/Irritation)
얼떨떨하다,놀라움/당황 (Surprise/Bewilderment)
엄숙하다,평온/안정 (Calm/Comfort)
엄숙함,평온/안정 (Calm/Comfort)
업신여기다,혐오/경멸 (Disgust/Contempt)
엇나가는,중립/인지 (Neutral/Cognitive)
엉큼하다,중립/인지 (Neutral/Cognitive)
여유있다,자부심/자신감 (Pride/Confidence)
역겨움,혐오/경멸 (Disgust/Contempt)
역겹다,혐오/경멸 (Disgust/Contempt)
역정,분노/짜증 (Anger/Irritation)
역정내는,분노/짜증 (Anger/Irritation)
역정내다,분노/짜증 (Anger/Irritation)
연모하다,사랑/애정 (Love/Affection)
연민,사랑/애정 (Love/Affection)
연민하는,사랑/애정 (Love/Affection)
연민하다,사랑/애정 (Love/Affection)
연약하다,중립/인지 (Neutral/Cognitive)
연정,사랑/애정 (Love/Affection)
열광하는,자부심/자신감 (Pride/Confidence)
열광하다,자부심/자신감 (Pride/Confidence)
열등감,중립/인지 (Neutral/Cognitive)
열띠다,자부심/자신감 (Pride/Confidence)
열렬하다,자부심/자신감 (Pride/Confidence)
열망,갈망/그리움 (Desire/Longing)
열망하는,갈망/그리움 (Desire/Longing)
열망하다,갈망/그리움 (Desire/Longing)
열받다,분노/짜증 (Anger/Irritation)
열애,사랑/애정 (Love/Affection)
열정,자부심/자신감 (Pride/Confidence)
열정적인,자부심/자신감 (Pride/Confidence)
열중,자부심/자신감 (Pride/Confidence)
열중하는,자부심/자신감 (Pride/Confidence)
염려,두려움/불안 (Fear/Anxiety)
염려하는,두려움/불안 (Fear/Anxiety)
염려하다,두려움/불안 (Fear/Anxiety)
영광스럽다,존경/감탄 (Admiration/Gratitude)
영예롭다,존경/감탄 (Admiration/Gratitude)
예뻐하다,사랑/애정 (Love/Affection)
예쁘다,기쁨 (Joy/Happiness)
예쁨,기쁨 (Joy/Happiness)
오글거리다,수치/죄책감 (Shame/Guilt)
오싹하다,두려움/불안 (Fear/Anxiety)
오싹함,두려움/불안 (Fear/Anxiety)
오판된,중립/인지 (Neutral/Cognitive)
온정,사랑/애정 (Love/Affection)
온정적인,사랑/애정 (Love/Affection)
온화하다,사랑/애정 (Love/Affection)
완연하다,기쁨 (Joy/Happiness)
외로움,슬픔/비탄 (Sadness/Grief)
외롭다,슬픔/비탄 (Sadness/Grief)
요구,중립/인지 (Neutral/Cognitive)
욕구,갈망/그리움 (Desire/Longing)
욕망,갈망/그리움 (Desire/Longing)
욕망하는,갈망/그리움 (Desire/Longing)
욕망하다,갈망/그리움 (Desire/Longing)
욕심,갈망/그리움 (Desire/Longing)
용감하다,자부심/자신감 (Pride/Confidence)
용감함,자부심/자신감 (Pride/Confidence)
용기,자부심/자신감 (Pride/Confidence)
용서,사랑/애정 (Love/Affection)
용서하는,사랑/애정 (Love/Affection)
용서하다,사랑/애정 (Love/Affection)
우려,두려움/불안 (Fear/Anxiety)
우려하는,두려움/불안 (Fear/Anxiety)
우려하다,두려움/불안 (Fear/Anxiety)
우수,중립/인지 (Neutral/Cognitive)
우습다,중립/인지 (Neutral/Cognitive)
우울,슬픔/비탄 (Sadness/Grief)
우울하다,슬픔/비탄 (Sadness/Grief)
우쭐하다,자부심/자신감 (Pride/Confidence)
우쭐한,자부심/자신감 (Pride/Confidence)
우쭐함,자부심/자신감 (Pride/Confidence)
우호,사랑/애정 (Love/Affection)
우호적인,사랑/애정 (Love/Affection)
욱하다,분노/짜증 (Anger/Irritation)
울다,슬픔/비탄 (Sadness/Grief)
울분,슬픔/비탄 (Sadness/Grief)
울컥,슬픔/비탄 (Sadness/Grief)
울컥하다,슬픔/비탄 (Sadness/Grief)
웃기다,기쁨 (Joy/Happiness)
원망,분노/짜증 (Anger/Irritation)
원망하는,분노/짜증 (Anger/Irritation)
원망하다,분노/짜증 (Anger/Irritation)
원통하다,분노/짜증 (Anger/Irritation)
원하는,갈망/그리움 (Desire/Longing)
원하다,갈망/그리움 (Desire/Longing)
원한,분노/짜증 (Anger/Irritation)
원함,갈망/그리움 (Desire/Longing)
원활,중립/인지 (Neutral/Cognitive)
위로,사랑/애정 (Love/Affection)
위로받은,사랑/애정 (Love/Affection)
위로하는,사랑/애정 (Love/Affection)
위압감,두려움/불안 (Fear/Anxiety)
위압하다,두려움/불안 (Fear/Anxiety)
위축되다,두려움/불안 (Fear/Anxiety)
위험,두려움/불안 (Fear/Anxiety)
위험하다,두려움/불안 (Fear/Anxiety)
위협적이다,두려움/불안 (Fear/Anxiety)
위화감,중립/인지 (Neutral/Cognitive)
유감,중립/인지 (Neutral/Cognitive)
유감스러운,중립/인지 (Neutral/Cognitive)
유머,기쁨 (Joy/Happiness)
유머러스하다,기쁨 (Joy/Happiness)
유익하다,기쁨 (Joy/Happiness)
유쾌,기쁨 (Joy/Happiness)
유쾌하다,기쁨 (Joy/Happiness)
유혹하다,갈망/그리움 (Desire/Longing)
으깨진,슬픔/비탄 (Sadness/Grief)
으쓱한,자부심/자신감 (Pride/Confidence)
은총,존경/감탄 (Admiration/Gratitude)
은혜,존경/감탄 (Admiration/Gratitude)
은혜롭다,존경/감탄 (Admiration/Gratitude)
음울하다,슬픔/비탄 (Sadness/Grief)
음울함,슬픔/비탄 (Sadness/Grief)
응원,존경/감탄 (Admiration/Gratitude)
의기소침하다,슬픔/비탄 (Sadness/Grief)
의기양양,자부심/자신감 (Pride/Confidence)
의기양양하다,자부심/자신감 (Pride/Confidence)
의식하는,중립/인지 (Neutral/Cognitive)
의심,중립/인지 (Neutral/Cognitive)
의심스럽다,중립/인지 (Neutral/Cognitive)
의심쩍다,중립/인지 (Neutral/Cognitive)
의아하다,중립/인지 (Neutral/Cognitive)
의혹,중립/인지 (Neutral/Cognitive)
이끌리다,사랑/애정 (Love/Affection)
이끌림,사랑/애정 (Love/Affection)
이루다,중립/인지 (Neutral/Cognitive)
이뻐하다,사랑/애정 (Love/Affection)
이해,사랑/애정 (Love/Affection)
이해심있는,사랑/애정 (Love/Affection)
이해하다,사랑/애정 (Love/Affection)
익살,기쁨 (Joy/Happiness)
익살스럽다,기쁨 (Joy/Happiness)
인상적이다,기쁨 (Joy/Happiness)
인상적임,기쁨 (Joy/Happiness)
일깨우다,존경/감탄 (Admiration/Gratitude)
잃어버린,슬픔/비탄 (Sadness/Grief)
자괴,수치/죄책감 (Shame/Guilt)
자긍,자부심/자신감 (Pride/Confidence)
자긍심,자부심/자신감 (Pride/Confidence)
자기연민,수치/죄책감 (Shame/Guilt)
자기자비,평온/안정 (Calm/Comfort)
자기혐오,수치/죄책감 (Shame/Guilt)
자랑스러움,자부심/자신감 (Pride/Confidence)
자랑스럽다,자부심/자신감 (Pride/Confidence)
자만심,자부심/자신감 (Pride/Confidence)
자만하는,자부심/자신감 (Pride/Confidence)
자부하다,자부심/자신감 (Pride/Confidence)
자비,평온/안정 (Calm/Comfort)
자신감,자부심/자신감 (Pride/Confidence)
자신만만하다,자부심/자신감 (Pride/Confidence)
자신있다,자부심/자신감 (Pride/Confidence)
자신하다,자부심/자신감 (Pride/Confidence)
자유로움,자부심/자신감 (Pride/Confidence)
자유롭다,자부심/자신감 (Pride/Confidence)
자족하다,자부심/자신감 (Pride/Confidence)
자존감,자부심/자신감 (Pride/Confidence)
자존심,자부심/자신감 (Pride/Confidence)
자책하다,수치/죄책감 (Shame/Guilt)
자포자기,중립/인지 (Neutral/Cognitive)
자포자기하다,중립/인지 (Neutral/Cognitive)
자포자기한,중립/인지 (Neutral/Cognitive)
잔인하다,혐오/경멸 (Disgust/Contempt)
잔인함,혐오/경멸 (Disgust/Contempt)
잔잔하다,평온/안정 (Calm/Comfort)
잘난척하는,자부심/자신감 (Pride/Confidence)
재미,기쁨 (Joy/Happiness)
재미없다,중립/인지 (Neutral/Cognitive)
재미있다,기쁨 (Joy/Happiness)
재촉,중립/인지 (Neutral/Cognitive)
적대감,분노/짜증 (Anger/Irritation)
적대하다,분노/짜증 (Anger/Irritation)
적의,분노/짜증 (Anger/Irritation)
적적하다,슬픔/비탄 (Sadness/Grief)
적적함,슬픔/비탄 (Sadness/Grief)
전념,자부심/자신감 (Pride/Confidence)
전율,두려움/불안 (Fear/Anxiety)
절망,슬픔/비탄 (Sadness/Grief)
절망적이다,슬픔/비탄 (Sadness/Grief)
절망하다,슬픔/비탄 (Sadness/Grief)
절묘하다,기쁨 (Joy/Happiness)
절묘함,기쁨 (Joy/Happiness)
절박감,갈망/그리움 (Desire/Longing)
절박하다,갈망/그리움 (Desire/Longing)
절실하다,갈망/그리움 (Desire/Longing)
절실함,갈망/그리움 (Desire/Longing)
절절하다,갈망/그리움 (Desire/Longing)
절절함,갈망/그리움 (Desire/Longing)
정욕,갈망/그리움 (Desire/Longing)
제어받는,중립/인지 (Neutral/Cognitive)
조롱,혐오/경멸 (Disgust/Contempt)
조마조마하다,두려움/불안 (Fear/Anxiety)
조마조마함,두려움/불안 (Fear/Anxiety)
조바심,두려움/불안 (Fear/Anxiety)
조바심내는,두려움/불안 (Fear/Anxiety)
조소,혐오/경멸 (Disgust/Contempt)
조심,평온/안정 (Calm/Comfort)
조심스럽다,평온/안정 (Calm/Comfort)
조심하다,평온/안정 (Calm/Comfort)
존경심,존경/감탄 (Admiration/Gratitude)
존경하는,존경/감탄 (Admiration/Gratitude)
존경하다,존경/감탄 (Admiration/Gratitude)
존중,존경/감탄 (Admiration/Gratitude)
졸림,중립/인지 (Neutral/Cognitive)
좋다,기쁨 (Joy/Happiness)
좋아하는,기쁨 (Joy/Happiness)
좋음,기쁨 (Joy/Happiness)
좌절,슬픔/비탄 (Sadness/Grief)
좌절스러운,슬픔/비탄 (Sadness/Grief)
좌절하는,슬픔/비탄 (Sadness/Grief)
좌절하다,슬픔/비탄 (Sadness/Grief)
죄스러움,수치/죄책감 (Shame/Guilt)
죄스럽다,수치/죄책감 (Shame/Guilt)
죄악시,수치/죄책감 (Shame/Guilt)
죄의식,수치/죄책감 (Shame/Guilt)
죄책감,수치/죄책감 (Shame/Guilt)
주눅,중립/인지 (Neutral/Cognitive)
주눅들다,중립/인지 (Neutral/Cognitive)
주목,중립/인지 (Neutral/Cognitive)
주의,중립/인지 (Neutral/Cognitive)
중대하다,중립/인지 (Neutral/Cognitive)
즐거움,기쁨 (Joy/Happiness)
즐겁다,기쁨 (Joy/Happiness)
즐기다,기쁨 (Joy/Happiness)
증오,혐오/경멸 (Disgust/Contempt)
증오하는,혐오/경멸 (Disgust/Contempt)
증오하다,혐오/경멸 (Disgust/Contempt)
지각,중립/인지 (Neutral/Cognitive)
지각하다,중립/인지 (Neutral/Cognitive)
지겨움,혐오/경멸 (Disgust/Contempt)
지겹다,혐오/경멸 (Disgust/Contempt)
지루하다,혐오/경멸 (Disgust/Contempt)
지루함,혐오/경멸 (Disgust/Contempt)
지리하다,혐오/경멸 (Disgust/Contempt)
지배,중립/인지 (Neutral/Cognitive)
지배하는,중립/인지 (Neutral/Cognitive)
지저분,혐오/경멸 (Disgust/Contempt)
지저분하다,혐오/경멸 (Disgust/Contempt)
지지하다,존경/감탄 (Admiration/Gratitude)
지치다,슬픔/비탄 (Sadness/Grief)
지침,슬픔/비탄 (Sadness/Grief)
지켜보는,중립/인지 (Neutral/Cognitive)
지혜롭다,중립/인지 (Neutral/Cognitive)
직면하는,중립/인지 (Neutral/Cognitive)
진노하다,분노/짜증 (Anger/Irritation)
진부하다,혐오/경멸 (Disgust/Contempt)
진부함,혐오/경멸 (Disgust/Contempt)
진솔하다,평온/안정 (Calm/Comfort)
진실되다,평온/안정 (Calm/Comfort)
진저리,혐오/경멸 (Disgust/Contempt)
진저리나는,혐오/경멸 (Disgust/Contempt)
진저리나다,혐오/경멸 (Disgust/Contempt)
질겁,두려움/불안 (Fear/Anxiety)
질겁하는,두려움/불안 (Fear/Anxiety)
질겁하다,두려움/불안 (Fear/Anxiety)
질리다,혐오/경멸 (Disgust/Contempt)
질린,혐오/경멸 (Disgust/Contempt)
질림,혐오/경멸 (Disgust/Contempt)
질색,혐오/경멸 (Disgust/Contempt)
질색하는,혐오/경멸 (Disgust/Contempt)
질색하다,혐오/경멸 (Disgust/Contempt)
질책,혐오/경멸 (Disgust/Contempt)
질책하다,혐오/경멸 (Disgust/Contempt)
질투심,중립/인지 (Neutral/Cognitive)
질투하는,중립/인지 (Neutral/Cognitive)
질투하다,중립/인지 (Neutral/Cognitive)
집중,중립/인지 (Neutral/Cognitive)
집중하는,중립/인지 (Neutral/Cognitive)
집중한,중립/인지 (Neutral/Cognitive)
집착,갈망/그리움 (Desire/Longing)
집착하는,갈망/그리움 (Desire/Longing)
징그럽다,혐오/경멸 (Disgust/Contempt)
징징대는,혐오/경멸 (Disgust/Contempt)
짜릿하다,기쁨 (Joy/Happiness)
짜릿함,기쁨 (Joy/Happiness)
