english_word,category
exquisite,기쁨 (Joy/Happiness)
exquisiteness,기쁨 (Joy/Happiness)
exultant,기쁨 (Joy/Happiness)
exultation,기쁨 (Joy/Happiness)
failure,슬픔/비탄 (Sadness/Grief)
faint,두려움/불안 (Fear/Anxiety)
fainting,두려움/불안 (Fear/Anxiety)
faith,존경/감탄 (Admiration/Gratitude)
fall for,사랑/애정 (Love/Affection)
familiar,평온/안정 (Calm/Comfort)
fanatic,자부심/자신감 (Pride/Confidence)
fantastic,기쁨 (Joy/Happiness)
far-fetched,중립/인지 (Neutral/Cognitive)
fascinated,존경/감탄 (Admiration/Gratitude)
fascination,존경/감탄 (Admiration/Gratitude)
fatigue,슬픔/비탄 (Sadness/Grief)
favor,존경/감탄 (Admiration/Gratitude)
fear,두려움/불안 (Fear/Anxiety)
fearful,두려움/불안 (Fear/Anxiety)
fearfulness,두려움/불안 (Fear/Anxiety)
feel,중립/인지 (Neutral/Cognitive)
feeling full,중립/인지 (Neutral/Cognitive)
feeling of alienation,슬픔/비탄 (Sadness/Grief)
feeling of being left out,슬픔/비탄 (Sadness/Grief)
feeling of isolation,슬픔/비탄 (Sadness/Grief)
feeling of loss,슬픔/비탄 (Sadness/Grief)
feeling of vacancy,슬픔/비탄 (Sadness/Grief)
fervent,갈망/그리움 (Desire/Longing)
fidelity,존경/감탄 (Admiration/Gratitude)
fierce,자부심/자신감 (Pride/Confidence)
fine,기쁨 (Joy/Happiness)
firing,중립/인지 (Neutral/Cognitive)
flabbergasted,놀라움/당황 (Surprise/Bewilderment)
flabberghast,놀라움/당황 (Surprise/Bewilderment)
flattered,존경/감탄 (Admiration/Gratitude)
flattery,존경/감탄 (Admiration/Gratitude)
flavourless,혐오/경멸 (Disgust/Contempt)
flavourlessness,혐오/경멸 (Disgust/Contempt)
flush,중립/인지 (Neutral/Cognitive)
fluster,놀라움/당황 (Surprise/Bewilderment)
flustered,놀라움/당황 (Surprise/Bewilderment)
flutter,중립/인지 (Neutral/Cognitive)
fluttering,중립/인지 (Neutral/Cognitive)
focus,중립/인지 (Neutral/Cognitive)
focused,중립/인지 (Neutral/Cognitive)
fond,사랑/애정 (Love/Affection)
fool,중립/인지 (Neutral/Cognitive)
foolish,중립/인지 (Neutral/Cognitive)
forbidding,두려움/불안 (Fear/Anxiety)
forceful,자부심/자신감 (Pride/Confidence)
forgive,사랑/애정 (Love/Affection)
forgiveness,사랑/애정 (Love/Affection)
forgiving,사랑/애정 (Love/Affection)
forlorn,슬픔/비탄 (Sadness/Grief)
forlornness,슬픔/비탄 (Sadness/Grief)
fragrance,사랑/애정 (Love/Affection)
fragrant,사랑/애정 (Love/Affection)
frail,중립/인지 (Neutral/Cognitive)
frantic,두려움/불안 (Fear/Anxiety)
free,기쁨 (Joy/Happiness)
fresh,기쁨 (Joy/Happiness)
fret,두려움/불안 (Fear/Anxiety)
fretful,두려움/불안 (Fear/Anxiety)
fretted,두려움/불안 (Fear/Anxiety)
friend,사랑/애정 (Love/Affection)
friendly,사랑/애정 (Love/Affection)
fright,두려움/불안 (Fear/Anxiety)
frightened,두려움/불안 (Fear/Anxiety)
frightening,두려움/불안 (Fear/Anxiety)
frustrated,분노/짜증 (Anger/Irritation)
frustration,분노/짜증 (Anger/Irritation)
full,중립/인지 (Neutral/Cognitive)
fultter,중립/인지 (Neutral/Cognitive)
fume,분노/짜증 (Anger/Irritation)
fun,기쁨 (Joy/Happiness)
funny,기쁨 (Joy/Happiness)
furious,분노/짜증 (Anger/Irritation)
fury,분노/짜증 (Anger/Irritation)
fuss,분노/짜증 (Anger/Irritation)
gaiety,기쁨 (Joy/Happiness)
gaunt,중립/인지 (Neutral/Cognitive)
generosity,사랑/애정 (Love/Affection)
generous,사랑/애정 (Love/Affection)
gentle,사랑/애정 (Love/Affection)
genuine,사랑/애정 (Love/Affection)
giddiness,기쁨 (Joy/Happiness)
giddy,기쁨 (Joy/Happiness)
give,사랑/애정 (Love/Affection)
giving,사랑/애정 (Love/Affection)
glad,기쁨 (Joy/Happiness)
glee,기쁨 (Joy/Happiness)
gloom,슬픔/비탄 (Sadness/Grief)
gloominess,슬픔/비탄 (Sadness/Grief)
gloomy,슬픔/비탄 (Sadness/Grief)
glorification,기쁨 (Joy/Happiness)
glorify,기쁨 (Joy/Happiness)
glorifying,기쁨 (Joy/Happiness)
glorious,기쁨 (Joy/Happiness)
glum,슬픔/비탄 (Sadness/Grief)
good,기쁨 (Joy/Happiness)
goodness,기쁨 (Joy/Happiness)
goodwill,사랑/애정 (Love/Affection)
grace,사랑/애정 (Love/Affection)
grateful,존경/감탄 (Admiration/Gratitude)
grave,중립/인지 (Neutral/Cognitive)
great,기쁨 (Joy/Happiness)
greatness,기쁨 (Joy/Happiness)
greed,중립/인지 (Neutral/Cognitive)
grief,슬픔/비탄 (Sadness/Grief)
grief-stricken,슬픔/비탄 (Sadness/Grief)
grieve,슬픔/비탄 (Sadness/Grief)
grim,슬픔/비탄 (Sadness/Grief)
gripping,존경/감탄 (Admiration/Gratitude)
grouch,분노/짜증 (Anger/Irritation)
grouchy,분노/짜증 (Anger/Irritation)
grudge,분노/짜증 (Anger/Irritation)
gruesome,혐오/경멸 (Disgust/Contempt)
grump,분노/짜증 (Anger/Irritation)
grumpy,분노/짜증 (Anger/Irritation)
guilt,수치/죄책감 (Shame/Guilt)
guiltiness,수치/죄책감 (Shame/Guilt)
guilty,수치/죄책감 (Shame/Guilt)
hackneyed,혐오/경멸 (Disgust/Contempt)
happiness,기쁨 (Joy/Happiness)
happy,기쁨 (Joy/Happiness)
hard,슬픔/비탄 (Sadness/Grief)
harsh,혐오/경멸 (Disgust/Contempt)
harshness,혐오/경멸 (Disgust/Contempt)
hassle,분노/짜증 (Anger/Irritation)
hassled,분노/짜증 (Anger/Irritation)
hate,분노/짜증 (Anger/Irritation)
hatred,분노/짜증 (Anger/Irritation)
heartache,슬픔/비탄 (Sadness/Grief)
heartbreaking,슬픔/비탄 (Sadness/Grief)
heartbroken,슬픔/비탄 (Sadness/Grief)
heated,분노/짜증 (Anger/Irritation)
heavy-hearted,슬픔/비탄 (Sadness/Grief)
helpful,사랑/애정 (Love/Affection)
helpless,슬픔/비탄 (Sadness/Grief)
helplessness,슬픔/비탄 (Sadness/Grief)
hesitancy,중립/인지 (Neutral/Cognitive)
hesitate,중립/인지 (Neutral/Cognitive)
hollow,슬픔/비탄 (Sadness/Grief)
homesick,슬픔/비탄 (Sadness/Grief)
honest,사랑/애정 (Love/Affection)
honesty,사랑/애정 (Love/Affection)
honorable,사랑/애정 (Love/Affection)
hope,갈망/그리움 (Desire/Longing)
hopeful,갈망/그리움 (Desire/Longing)
hopeless,슬픔/비탄 (Sadness/Grief)
hopelessess,슬픔/비탄 (Sadness/Grief)
hopelessness,슬픔/비탄 (Sadness/Grief)
horrible,두려움/불안 (Fear/Anxiety)
horrid,두려움/불안 (Fear/Anxiety)
horrified,두려움/불안 (Fear/Anxiety)
horrifying,두려움/불안 (Fear/Anxiety)
horror,두려움/불안 (Fear/Anxiety)
hostility,분노/짜증 (Anger/Irritation)
hot,중립/인지 (Neutral/Cognitive)
humiliated,수치/죄책감 (Shame/Guilt)
humiliating,수치/죄책감 (Shame/Guilt)
humiliation,수치/죄책감 (Shame/Guilt)
humor,기쁨 (Joy/Happiness)
humored,기쁨 (Joy/Happiness)
humorous,기쁨 (Joy/Happiness)
hurried,중립/인지 (Neutral/Cognitive)
hurry,중립/인지 (Neutral/Cognitive)
hurt,슬픔/비탄 (Sadness/Grief)
idiot,중립/인지 (Neutral/Cognitive)
ignorance,중립/인지 (Neutral/Cognitive)
ignore,중립/인지 (Neutral/Cognitive)
ignored,중립/인지 (Neutral/Cognitive)
ill-feeling,분노/짜증 (Anger/Irritation)
impassive,중립/인지 (Neutral/Cognitive)
impatience,분노/짜증 (Anger/Irritation)
impatient,분노/짜증 (Anger/Irritation)
impressed,존경/감탄 (Admiration/Gratitude)
impressive,존경/감탄 (Admiration/Gratitude)
impressiveness,존경/감탄 (Admiration/Gratitude)
incompetent,중립/인지 (Neutral/Cognitive)
indignant,분노/짜증 (Anger/Irritation)
indignation,분노/짜증 (Anger/Irritation)
infuriated,분노/짜증 (Anger/Irritation)
infuriation,분노/짜증 (Anger/Irritation)
injured,슬픔/비탄 (Sadness/Grief)
innocence,자부심/자신감 (Pride/Confidence)
innocent,자부심/자신감 (Pride/Confidence)
insipid,혐오/경멸 (Disgust/Contempt)
insipidity,혐오/경멸 (Disgust/Contempt)
inspiration,존경/감탄 (Admiration/Gratitude)
inspired,존경/감탄 (Admiration/Gratitude)
insult,혐오/경멸 (Disgust/Contempt)
insulting,혐오/경멸 (Disgust/Contempt)
intense,자부심/자신감 (Pride/Confidence)
interest,존경/감탄 (Admiration/Gratitude)
interested,존경/감탄 (Admiration/Gratitude)
interesting,존경/감탄 (Admiration/Gratitude)
intimacy,사랑/애정 (Love/Affection)
intimate,사랑/애정 (Love/Affection)
intimidated,두려움/불안 (Fear/Anxiety)
intimidation,두려움/불안 (Fear/Anxiety)
intimidatory,두려움/불안 (Fear/Anxiety)
involved,자부심/자신감 (Pride/Confidence)
involvement,자부심/자신감 (Pride/Confidence)
irate,분노/짜증 (Anger/Irritation)
ire,분노/짜증 (Anger/Irritation)
irk,분노/짜증 (Anger/Irritation)
irking,분노/짜증 (Anger/Irritation)
irritated,분노/짜증 (Anger/Irritation)
irritating,분노/짜증 (Anger/Irritation)
irritation,분노/짜증 (Anger/Irritation)
jar,놀라움/당황 (Surprise/Bewilderment)
jarring,놀라움/당황 (Surprise/Bewilderment)
jealous,중립/인지 (Neutral/Cognitive)
jealousy,중립/인지 (Neutral/Cognitive)
joke,기쁨 (Joy/Happiness)
joking,기쁨 (Joy/Happiness)
jolly,기쁨 (Joy/Happiness)
joy,기쁨 (Joy/Happiness)
joyful,기쁨 (Joy/Happiness)
joyless,슬픔/비탄 (Sadness/Grief)
jubilant,기쁨 (Joy/Happiness)
jubilation,기쁨 (Joy/Happiness)
judging,중립/인지 (Neutral/Cognitive)
jumpy,두려움/불안 (Fear/Anxiety)
keen,자부심/자신감 (Pride/Confidence)
kind,사랑/애정 (Love/Affection)
kindness,사랑/애정 (Love/Affection)
knowing,중립/인지 (Neutral/Cognitive)
lame,혐오/경멸 (Disgust/Contempt)
lament,슬픔/비탄 (Sadness/Grief)
lamentable,슬픔/비탄 (Sadness/Grief)
lamentation,슬픔/비탄 (Sadness/Grief)
laughable,기쁨 (Joy/Happiness)
laziness,중립/인지 (Neutral/Cognitive)
lazy,중립/인지 (Neutral/Cognitive)
lethargic,중립/인지 (Neutral/Cognitive)
lethargy,중립/인지 (Neutral/Cognitive)
liberated,기쁨 (Joy/Happiness)
lie,혐오/경멸 (Disgust/Contempt)
lighthearted,기쁨 (Joy/Happiness)
liked,사랑/애정 (Love/Affection)
liking,사랑/애정 (Love/Affection)
listening,중립/인지 (Neutral/Cognitive)
liveliness,기쁨 (Joy/Happiness)
lively,기쁨 (Joy/Happiness)
loathe,혐오/경멸 (Disgust/Contempt)
loathing,혐오/경멸 (Disgust/Contempt)
loneliness,슬픔/비탄 (Sadness/Grief)
lonely,슬픔/비탄 (Sadness/Grief)
lonesome,슬픔/비탄 (Sadness/Grief)
lonesomeness,슬픔/비탄 (Sadness/Grief)
long,갈망/그리움 (Desire/Longing)
longing,갈망/그리움 (Desire/Longing)
lost,슬픔/비탄 (Sadness/Grief)
love,사랑/애정 (Love/Affection)
loveliness,사랑/애정 (Love/Affection)
lovely,사랑/애정 (Love/Affection)
lovesick,사랑/애정 (Love/Affection)
loving,사랑/애정 (Love/Affection)
low,슬픔/비탄 (Sadness/Grief)
loyal,존경/감탄 (Admiration/Gratitude)
loyalty,존경/감탄 (Admiration/Gratitude)
luck,기쁨 (Joy/Happiness)
lukewarm,중립/인지 (Neutral/Cognitive)
lust,갈망/그리움 (Desire/Longing)
lying,혐오/경멸 (Disgust/Contempt)
mad,분노/짜증 (Anger/Irritation)
marvel,기쁨 (Joy/Happiness)
marvelous,기쁨 (Joy/Happiness)
mean,혐오/경멸 (Disgust/Contempt)
melancholy,슬픔/비탄 (Sadness/Grief)
mellow,평온/안정 (Calm/Comfort)
merciful,사랑/애정 (Love/Affection)
merciless,혐오/경멸 (Disgust/Contempt)
mercilessness,혐오/경멸 (Disgust/Contempt)
mercy,사랑/애정 (Love/Affection)
merriment,기쁨 (Joy/Happiness)
merry,기쁨 (Joy/Happiness)
mesmerization,존경/감탄 (Admiration/Gratitude)
messiness,혐오/경멸 (Disgust/Contempt)
messy,혐오/경멸 (Disgust/Contempt)
mind,중립/인지 (Neutral/Cognitive)
mischievous,중립/인지 (Neutral/Cognitive)
miserable,슬픔/비탄 (Sadness/Grief)
misery,슬픔/비탄 (Sadness/Grief)
misjudged,중립/인지 (Neutral/Cognitive)
miss,슬픔/비탄 (Sadness/Grief)
missing,슬픔/비탄 (Sadness/Grief)
mistreated,슬픔/비탄 (Sadness/Grief)
misunderstood,슬픔/비탄 (Sadness/Grief)
mixed,중립/인지 (Neutral/Cognitive)
mockery,혐오/경멸 (Disgust/Contempt)
mocking,혐오/경멸 (Disgust/Contempt)
modest,사랑/애정 (Love/Affection)
moist,중립/인지 (Neutral/Cognitive)
mood,중립/인지 (Neutral/Cognitive)
moody,중립/인지 (Neutral/Cognitive)
mortification,수치/죄책감 (Shame/Guilt)
mortified,수치/죄책감 (Shame/Guilt)
mourn,슬픔/비탄 (Sadness/Grief)
mournful,슬픔/비탄 (Sadness/Grief)
mournfulness,슬픔/비탄 (Sadness/Grief)
mourning,슬픔/비탄 (Sadness/Grief)
moved,슬픔/비탄 (Sadness/Grief)
moving,슬픔/비탄 (Sadness/Grief)
murder,혐오/경멸 (Disgust/Contempt)
murderous,혐오/경멸 (Disgust/Contempt)
mystified,놀라움/당황 (Surprise/Bewilderment)
nasty,혐오/경멸 (Disgust/Contempt)
nauseated,혐오/경멸 (Disgust/Contempt)
need,갈망/그리움 (Desire/Longing)
needed,갈망/그리움 (Desire/Longing)
needy,갈망/그리움 (Desire/Longing)
neglect,중립/인지 (Neutral/Cognitive)
neglected,중립/인지 (Neutral/Cognitive)
nervous,두려움/불안 (Fear/Anxiety)
nervousness,두려움/불안 (Fear/Anxiety)
new,중립/인지 (Neutral/Cognitive)
nice,기쁨 (Joy/Happiness)
nostalgia,갈망/그리움 (Desire/Longing)
nosy,중립/인지 (Neutral/Cognitive)
nuisance,분노/짜증 (Anger/Irritation)
numb,중립/인지 (Neutral/Cognitive)
numbness,중립/인지 (Neutral/Cognitive)
obedience,중립/인지 (Neutral/Cognitive)
obsessed,갈망/그리움 (Desire/Longing)
obsession,갈망/그리움 (Desire/Longing)
obvious,중립/인지 (Neutral/Cognitive)
odd,놀라움/당황 (Surprise/Bewilderment)
oddness,놀라움/당황 (Surprise/Bewilderment)
offended,중립/인지 (Neutral/Cognitive)
opposition,분노/짜증 (Anger/Irritation)
outrage,분노/짜증 (Anger/Irritation)
outraged,분노/짜증 (Anger/Irritation)
overawe,두려움/불안 (Fear/Anxiety)
overawed,두려움/불안 (Fear/Anxiety)
overjoyed,기쁨 (Joy/Happiness)
overpowered,두려움/불안 (Fear/Anxiety)
overpowering,두려움/불안 (Fear/Anxiety)
overwhelm,두려움/불안 (Fear/Anxiety)
overwhelmed,두려움/불안 (Fear/Anxiety)
overwhelming,두려움/불안 (Fear/Anxiety)
pain,슬픔/비탄 (Sadness/Grief)
painful,슬픔/비탄 (Sadness/Grief)
painstaking,갈망/그리움 (Desire/Longing)
pale,중립/인지 (Neutral/Cognitive)
paleness,중립/인지 (Neutral/Cognitive)
palpitating,중립/인지 (Neutral/Cognitive)
panic,두려움/불안 (Fear/Anxiety)
passion,갈망/그리움 (Desire/Longing)
passionate,갈망/그리움 (Desire/Longing)
pathetic,슬픔/비탄 (Sadness/Grief)
peace,평온/안정 (Calm/Comfort)
peaceful,평온/안정 (Calm/Comfort)
peculiar,놀라움/당황 (Surprise/Bewilderment)
peculiarity,놀라움/당황 (Surprise/Bewilderment)
penitence,수치/죄책감 (Shame/Guilt)
penitent,수치/죄책감 (Shame/Guilt)
perplexing,놀라움/당황 (Surprise/Bewilderment)
pesky,분노/짜증 (Anger/Irritation)
pessimism,중립/인지 (Neutral/Cognitive)
petrified,두려움/불안 (Fear/Anxiety)
petulance,분노/짜증 (Anger/Irritation)
piteous,슬픔/비탄 (Sadness/Grief)
piteousness,슬픔/비탄 (Sadness/Grief)
pitiful,슬픔/비탄 (Sadness/Grief)
pitifulness,슬픔/비탄 (Sadness/Grief)
pitpat,중립/인지 (Neutral/Cognitive)
pity,슬픔/비탄 (Sadness/Grief)
placid,평온/안정 (Calm/Comfort)
placidity,평온/안정 (Calm/Comfort)
pleasant,기쁨 (Joy/Happiness)
pleased,기쁨 (Joy/Happiness)
pleasure,기쁨 (Joy/Happiness)
plentiful,기쁨 (Joy/Happiness)
praise,존경/감탄 (Admiration/Gratitude)
praiseworthy,존경/감탄 (Admiration/Gratitude)
pray,갈망/그리움 (Desire/Longing)
prayer,갈망/그리움 (Desire/Longing)
precious,존경/감탄 (Admiration/Gratitude)
preciousness,존경/감탄 (Admiration/Gratitude)
prefer,존경/감탄 (Admiration/Gratitude)
preference,존경/감탄 (Admiration/Gratitude)
prettiness,기쁨 (Joy/Happiness)
pretty,기쁨 (Joy/Happiness)
pricked,수치/죄책감 (Shame/Guilt)
pride,자부심/자신감 (Pride/Confidence)
protective,자부심/자신감 (Pride/Confidence)
proud,자부심/자신감 (Pride/Confidence)
proudness,자부심/자신감 (Pride/Confidence)
prudent,중립/인지 (Neutral/Cognitive)
pure,자부심/자신감 (Pride/Confidence)
push,중립/인지 (Neutral/Cognitive)
puzzled,놀라움/당황 (Surprise/Bewilderment)
puzzlement,놀라움/당황 (Surprise/Bewilderment)
puzzling,놀라움/당황 (Surprise/Bewilderment)
quail,두려움/불안 (Fear/Anxiety)
questionable,중립/인지 (Neutral/Cognitive)
questioning,중립/인지 (Neutral/Cognitive)
rage,분노/짜증 (Anger/Irritation)
raged,분노/짜증 (Anger/Irritation)
rapture,존경/감탄 (Admiration/Gratitude)
raptured,존경/감탄 (Admiration/Gratitude)
reassured,평온/안정 (Calm/Comfort)
rebelliousness,분노/짜증 (Anger/Irritation)
rebuke,혐오/경멸 (Disgust/Contempt)
reflect,중립/인지 (Neutral/Cognitive)
reflection,중립/인지 (Neutral/Cognitive)
refreshed,기쁨 (Joy/Happiness)
refreshing,기쁨 (Joy/Happiness)
refreshingness,기쁨 (Joy/Happiness)
refusal,중립/인지 (Neutral/Cognitive)
regret,수치/죄책감 (Shame/Guilt)
regretful,수치/죄책감 (Shame/Guilt)
rejected,중립/인지 (Neutral/Cognitive)
rejoice,기쁨 (Joy/Happiness)
rejoiced,기쁨 (Joy/Happiness)
relaxed,평온/안정 (Calm/Comfort)
relief,평온/안정 (Calm/Comfort)
relieved,평온/안정 (Calm/Comfort)
relinquishment,중립/인지 (Neutral/Cognitive)
relish,중립/인지 (Neutral/Cognitive)
reluctance,중립/인지 (Neutral/Cognitive)
reluctant,중립/인지 (Neutral/Cognitive)
relunctance,중립/인지 (Neutral/Cognitive)
remorse,수치/죄책감 (Shame/Guilt)
remorseful,수치/죄책감 (Shame/Guilt)
repent,수치/죄책감 (Shame/Guilt)
repentance,수치/죄책감 (Shame/Guilt)
repentant,수치/죄책감 (Shame/Guilt)
reprimand,혐오/경멸 (Disgust/Contempt)
reproach,혐오/경멸 (Disgust/Contempt)
repugnance,혐오/경멸 (Disgust/Contempt)
repugnant,혐오/경멸 (Disgust/Contempt)
repulsed,혐오/경멸 (Disgust/Contempt)
repulsive,혐오/경멸 (Disgust/Contempt)
resent,분노/짜증 (Anger/Irritation)
resentful,분노/짜증 (Anger/Irritation)
resentment,분노/짜증 (Anger/Irritation)
resign,중립/인지 (Neutral/Cognitive)
resignation,중립/인지 (Neutral/Cognitive)
resist,중립/인지 (Neutral/Cognitive)
resolute,자부심/자신감 (Pride/Confidence)
resoluteness,자부심/자신감 (Pride/Confidence)
resolution,자부심/자신감 (Pride/Confidence)
respect,존경/감탄 (Admiration/Gratitude)
responsible,존경/감탄 (Admiration/Gratitude)
restless,분노/짜증 (Anger/Irritation)
restlessness,분노/짜증 (Anger/Irritation)
revere,존경/감탄 (Admiration/Gratitude)
reverence,존경/감탄 (Admiration/Gratitude)
revolting,혐오/경멸 (Disgust/Contempt)
revulsion,혐오/경멸 (Disgust/Contempt)
rewarding,기쁨 (Joy/Happiness)
ridiculous,혐오/경멸 (Disgust/Contempt)
ridiculousness,혐오/경멸 (Disgust/Contempt)
rigor,중립/인지 (Neutral/Cognitive)
romance,사랑/애정 (Love/Affection)
romantic,사랑/애정 (Love/Affection)
sad,슬픔/비탄 (Sadness/Grief)
sadness,슬픔/비탄 (Sadness/Grief)
safe,평온/안정 (Calm/Comfort)
sag,슬픔/비탄 (Sadness/Grief)
satisfaction,평온/안정 (Calm/Comfort)
satisfied,평온/안정 (Calm/Comfort)
save,평온/안정 (Calm/Comfort)
saving,평온/안정 (Calm/Comfort)
scared,두려움/불안 (Fear/Anxiety)
scariness,두려움/불안 (Fear/Anxiety)
scary,두려움/불안 (Fear/Anxiety)
scruple,중립/인지 (Neutral/Cognitive)
scrupulous,중립/인지 (Neutral/Cognitive)
secure,평온/안정 (Calm/Comfort)
self-compassion,사랑/애정 (Love/Affection)
self-confidence,자부심/자신감 (Pride/Confidence)
self-confident,자부심/자신감 (Pride/Confidence)
self-esteem,자부심/자신감 (Pride/Confidence)
self-hatred,수치/죄책감 (Shame/Guilt)
self-pity,수치/죄책감 (Shame/Guilt)
self-pitying,수치/죄책감 (Shame/Guilt)
sense of achievement,자부심/자신감 (Pride/Confidence)
sense of betrayal,수치/죄책감 (Shame/Guilt)
sense of closeness,사랑/애정 (Love/Affection)
sense of defeat,수치/죄책감 (Shame/Guilt)
sense of freedom,자부심/자신감 (Pride/Confidence)
sense of guilt,수치/죄책감 (Shame/Guilt)
sense of incompatibility,중립/인지 (Neutral/Cognitive)
sense of inferiority,중립/인지 (Neutral/Cognitive)
sense of insult,수치/죄책감 (Shame/Guilt)
sense of loyalty,존경/감탄 (Admiration/Gratitude)
sense of pressure,갈망/그리움 (Desire/Longing)
sensitive,중립/인지 (Neutral/Cognitive)
sensitivity,중립/인지 (Neutral/Cognitive)
sentiment,중립/인지 (Neutral/Cognitive)
sentimental,중립/인지 (Neutral/Cognitive)
serene,평온/안정 (Calm/Comfort)
serenity,평온/안정 (Calm/Comfort)
serious,중립/인지 (Neutral/Cognitive)
settled,평온/안정 (Calm/Comfort)
sexy,기쁨 (Joy/Happiness)
shaken,두려움/불안 (Fear/Anxiety)
shame,수치/죄책감 (Shame/Guilt)
shameful,수치/죄책감 (Shame/Guilt)
shameless,혐오/경멸 (Disgust/Contempt)
shamelessness,혐오/경멸 (Disgust/Contempt)
sheepish,수치/죄책감 (Shame/Guilt)
sheepishness,수치/죄책감 (Shame/Guilt)
shocked,놀라움/당황 (Surprise/Bewilderment)
shocking,놀라움/당황 (Surprise/Bewilderment)
shook-up,놀라움/당황 (Surprise/Bewilderment)
shudder,두려움/불안 (Fear/Anxiety)
shuddering,두려움/불안 (Fear/Anxiety)
shun,중립/인지 (Neutral/Cognitive)
shy,수치/죄책감 (Shame/Guilt)
shyness,수치/죄책감 (Shame/Guilt)
sick-at-heart,두려움/불안 (Fear/Anxiety)
sickened,혐오/경멸 (Disgust/Contempt)
sickening,혐오/경멸 (Disgust/Contempt)
significant,중립/인지 (Neutral/Cognitive)
sincere,사랑/애정 (Love/Affection)
sleepiness,중립/인지 (Neutral/Cognitive)
small,중립/인지 (Neutral/Cognitive)
smoothness,평온/안정 (Calm/Comfort)
smuggness,자부심/자신감 (Pride/Confidence)
sneaky,중립/인지 (Neutral/Cognitive)
snort,혐오/경멸 (Disgust/Contempt)
sob,슬픔/비탄 (Sadness/Grief)
soft,사랑/애정 (Love/Affection)
solemn,중립/인지 (Neutral/Cognitive)
solemnity,중립/인지 (Neutral/Cognitive)
solitary,슬픔/비탄 (Sadness/Grief)
solitude,슬픔/비탄 (Sadness/Grief)
somber,슬픔/비탄 (Sadness/Grief)
sore,슬픔/비탄 (Sadness/Grief)
soreness,슬픔/비탄 (Sadness/Grief)
sorriness,슬픔/비탄 (Sadness/Grief)
sorrow,슬픔/비탄 (Sadness/Grief)
sorrowful,슬픔/비탄 (Sadness/Grief)
sorry,슬픔/비탄 (Sadness/Grief)
special,기쁨 (Joy/Happiness)
spiteful,분노/짜증 (Anger/Irritation)
spitefulness,분노/짜증 (Anger/Irritation)
splendid,기쁨 (Joy/Happiness)
spookiness,두려움/불안 (Fear/Anxiety)
spooky,두려움/불안 (Fear/Anxiety)
stableness,평온/안정 (Calm/Comfort)
staggered,놀라움/당황 (Surprise/Bewilderment)
startled,놀라움/당황 (Surprise/Bewilderment)
still,평온/안정 (Calm/Comfort)
sting,슬픔/비탄 (Sadness/Grief)
stinging,슬픔/비탄 (Sadness/Grief)
strain,분노/짜증 (Anger/Irritation)
strained,분노/짜증 (Anger/Irritation)
strange,놀라움/당황 (Surprise/Bewilderment)
stress,분노/짜증 (Anger/Irritation)
strive,자부심/자신감 (Pride/Confidence)
stuffiness,중립/인지 (Neutral/Cognitive)
stuffy,중립/인지 (Neutral/Cognitive)
stupid,중립/인지 (Neutral/Cognitive)
stupidity,중립/인지 (Neutral/Cognitive)
sublime,기쁨 (Joy/Happiness)
success,기쁨 (Joy/Happiness)
suffer,슬픔/비탄 (Sadness/Grief)
suffering,슬픔/비탄 (Sadness/Grief)
sulkiness,분노/짜증 (Anger/Irritation)
sulky,분노/짜증 (Anger/Irritation)
sullen,분노/짜증 (Anger/Irritation)
sullenness,분노/짜증 (Anger/Irritation)
sure,중립/인지 (Neutral/Cognitive)
surprise,놀라움/당황 (Surprise/Bewilderment)
surprised,놀라움/당황 (Surprise/Bewilderment)
surprising,놀라움/당황 (Surprise/Bewilderment)
suspicion,중립/인지 (Neutral/Cognitive)
suspicious,중립/인지 (Neutral/Cognitive)
swallow,중립/인지 (Neutral/Cognitive)
sweet,기쁨 (Joy/Happiness)
sweetness,기쁨 (Joy/Happiness)
sympathetic,사랑/애정 (Love/Affection)
sympathize,사랑/애정 (Love/Affection)
sympathy,사랑/애정 (Love/Affection)
tear,슬픔/비탄 (Sadness/Grief)
tearful,슬픔/비탄 (Sadness/Grief)
tease,중립/인지 (Neutral/Cognitive)
teasing,중립/인지 (Neutral/Cognitive)
tedious,혐오/경멸 (Disgust/Contempt)
tediousness,혐오/경멸 (Disgust/Contempt)
tempted,갈망/그리움 (Desire/Longing)
tender,사랑/애정 (Love/Affection)
tenderness,사랑/애정 (Love/Affection)
tense,두려움/불안 (Fear/Anxiety)
tension,두려움/불안 (Fear/Anxiety)
tepid,중립/인지 (Neutral/Cognitive)
terrified,두려움/불안 (Fear/Anxiety)
terrifying,두려움/불안 (Fear/Anxiety)
terror,두려움/불안 (Fear/Anxiety)
thankful,존경/감탄 (Admiration/Gratitude)
thankfulness,존경/감탄 (Admiration/Gratitude)
think,중립/인지 (Neutral/Cognitive)
thinking,중립/인지 (Neutral/Cognitive)
thought,중립/인지 (Neutral/Cognitive)
thoughtful,중립/인지 (Neutral/Cognitive)
thoughtfulness,중립/인지 (Neutral/Cognitive)
threatening,두려움/불안 (Fear/Anxiety)
thrill,기쁨 (Joy/Happiness)
thrilling,기쁨 (Joy/Happiness)
thunderstruck,놀라움/당황 (Surprise/Bewilderment)
ticklish,중립/인지 (Neutral/Cognitive)
tightened,두려움/불안 (Fear/Anxiety)
tightness,두려움/불안 (Fear/Anxiety)
timid,두려움/불안 (Fear/Anxiety)
timidity,두려움/불안 (Fear/Anxiety)
